BusStopID,BusStopNr,Line,ArrivalTime
6047,01,122,16:45:00
6047,01,122,16:55:00
6047,01,122,17:05:00
6047,01,122,17:15:00
6047,01,122,17:25:00
6047,01,122,17:35:00
6047,01,122,17:45:00
6047,01,122,17:56:00
6047,01,122,18:06:00
6047,01,122,18:16:00
6047,01,122,18:26:00
6047,01,122,18:36:00
6047,01,122,18:51:00
6047,01,122,19:06:00
6047,01,122,19:21:00
6047,01,122,19:36:00
6047,01,122,19:51:00
6047,01,122,20:06:00
6047,01,122,20:21:00
6047,01,122,20:36:00
6047,01,122,20:51:00
6047,01,122,21:06:00
6047,01,122,21:22:00
6047,01,122,21:38:00
6047,01,122,21:54:00
6047,01,122,22:08:00
6047,01,122,22:23:00
6047,01,122,22:46:00
6047,01,122,23:16:00
6047,01,171,06:00:00
6047,01,171,06:30:00
6047,01,171,06:59:00
6047,01,171,07:29:00
6047,01,171,08:04:00
6047,01,171,08:36:00
6047,01,171,09:09:00
6047,01,171,09:39:00
6047,01,171,10:09:00
6047,01,171,10:39:00
6047,01,171,11:09:00
6047,01,171,11:39:00
6047,01,171,12:09:00
6047,01,171,12:39:00
6047,01,171,13:09:00
6047,01,171,13:39:00
6047,01,171,14:09:00
6047,01,171,14:33:00
6047,01,171,15:02:00
6047,01,171,15:32:00
6047,01,171,16:02:00
6047,01,171,16:32:00
6047,01,171,17:02:00
6047,01,171,17:32:00
6047,01,171,18:03:00
6047,01,171,18:28:00
6047,01,171,18:58:00
6047,01,171,19:28:00
6047,01,171,19:58:00
6047,01,171,20:28:00
6047,01,171,20:59:00
6047,01,171,21:29:00
6047,01,184,04:58:00
6047,01,184,05:28:00
6047,01,184,05:55:00
6047,01,184,06:12:00
6047,01,184,06:27:00
6047,01,184,06:41:00
6047,01,184,06:53:00
6047,01,184,07:03:00
6047,01,184,07:14:00
6047,01,184,07:24:00
6047,01,184,07:34:00
6047,01,184,07:44:00
6047,01,184,07:56:00
6047,01,184,08:07:00
6047,01,184,08:20:00
6047,01,184,08:32:00
6047,01,184,08:45:00
6047,01,184,08:57:00
6047,01,184,09:09:00
6047,01,184,09:21:00
6047,01,184,09:33:00
6047,01,184,09:45:00
6047,01,184,09:57:00
6047,01,184,10:12:00
6047,01,184,10:27:00
6047,01,184,10:42:00
6047,01,184,10:57:00
6047,01,184,11:12:00
6047,01,184,11:27:00
6047,01,184,11:42:00
6047,01,184,11:57:00
6047,01,184,12:12:00
6047,01,184,12:27:00
6047,01,184,12:42:00
6047,01,184,12:57:00
6047,01,184,13:12:00
6047,01,184,13:27:00
6047,01,184,13:42:00
6047,01,184,13:57:00
6047,01,184,14:12:00
6047,01,184,14:27:00
6047,01,184,14:41:00
6047,01,184,14:53:00
6047,01,184,15:05:00
6047,01,184,15:17:00
6047,01,184,15:29:00
6047,01,184,15:41:00
6047,01,184,15:53:00
6047,01,184,16:05:00
6047,01,184,16:17:00
6047,01,184,16:29:00
6047,01,184,16:41:00
6047,01,184,16:53:00
6047,01,184,17:05:00
6047,01,184,17:17:00
6047,01,184,17:29:00
6047,01,184,17:41:00
6047,01,184,17:53:00
6047,01,184,18:05:00
6047,01,184,18:17:00
6047,01,184,18:30:00
6047,01,184,18:43:00
6047,01,184,18:57:00
6047,01,184,19:12:00
6047,01,184,19:27:00
6047,01,184,19:42:00
6047,01,184,19:57:00
6047,01,184,20:12:00
6047,01,184,20:27:00
6047,01,184,20:41:00
6047,01,184,20:55:00
6047,01,184,21:10:00
6047,01,184,21:25:00
6047,01,184,21:40:00
6047,01,184,21:55:00
6047,01,184,22:10:00
6047,01,184,22:28:00
6047,01,184,22:58:00
6047,01,184,23:28:00
6047,01,N01,23:33:00
6047,01,N01,24:04:00
6047,01,N01,24:34:00
6047,01,N01,25:05:00
6047,01,N01,25:34:00
6047,01,N01,26:04:00
6047,01,N01,26:34:00
6047,01,N01,27:04:00
6047,01,N01,27:34:00
6047,01,N01,28:05:00
6047,01,N01,28:35:00
6047,01,N01,29:05:00
6047,01,N43,22:58:00
6047,01,N43,23:28:00
6047,01,N43,23:56:00
6047,01,N43,24:26:00
6047,01,N43,24:56:00
6047,01,N43,25:26:00
6047,01,N43,25:56:00
6047,01,N43,26:26:00
6047,01,N43,26:56:00
6047,01,N43,27:26:00
6047,01,N43,27:56:00
6047,01,N43,28:26:00
6047,06,23,20:07:00
6047,06,24,09:23:00
6047,06,24,19:07:00
6047,06,24,20:26:00
6047,06,24,21:11:00
6047,06,24,21:21:00
6047,06,24,23:41:00
6047,06,28,05:00:00
6047,06,28,05:20:00
6047,06,28,05:40:00
6047,06,28,05:52:00
6047,06,28,06:04:00
6047,06,28,06:17:00
6047,06,28,06:30:00
6047,06,28,06:42:00
6047,06,28,06:52:00
6047,06,28,07:00:00
6047,06,28,07:08:00
6047,06,28,07:16:00
6047,06,28,07:24:00
6047,06,28,07:32:00
6047,06,28,07:40:00
6047,06,28,07:48:00
6047,06,28,07:56:00
6047,06,28,08:04:00
6047,06,28,08:12:00
6047,06,28,08:20:00
6047,06,28,08:28:00
6047,06,28,08:36:00
6047,06,28,08:43:00
6047,06,28,08:54:00
6047,06,28,09:00:00
6047,06,28,09:06:00
6047,06,28,09:18:00
6047,06,28,09:24:00
6047,06,28,09:30:00
6047,06,28,09:42:00
6047,06,28,09:54:00
6047,06,28,10:06:00
6047,06,28,10:18:00
6047,06,28,10:30:00
6047,06,28,10:42:00
6047,06,28,10:54:00
6047,06,28,11:06:00
6047,06,28,11:18:00
6047,06,28,11:30:00
6047,06,28,11:42:00
6047,06,28,11:54:00
6047,06,28,12:06:00
6047,06,28,12:18:00
6047,06,28,12:30:00
6047,06,28,12:42:00
6047,06,28,12:54:00
6047,06,28,13:06:00
6047,06,28,13:18:00
6047,06,28,13:30:00
6047,06,28,13:42:00
6047,06,28,13:55:00
6047,06,28,14:07:00
6047,06,28,14:19:00
6047,06,28,14:31:00
6047,06,28,14:43:00
6047,06,28,14:52:00
6047,06,28,15:00:00
6047,06,28,15:08:00
6047,06,28,15:16:00
6047,06,28,15:24:00
6047,06,28,15:32:00
6047,06,28,15:40:00
6047,06,28,15:48:00
6047,06,28,15:56:00
6047,06,28,16:04:00
6047,06,28,16:12:00
6047,06,28,16:20:00
6047,06,28,16:28:00
6047,06,28,16:36:00
6047,06,28,16:44:00
6047,06,28,16:52:00
6047,06,28,17:00:00
6047,06,28,17:08:00
6047,06,28,17:16:00
6047,06,28,17:24:00
6047,06,28,17:32:00
6047,06,28,17:40:00
6047,06,28,17:47:00
6047,06,28,17:55:00
6047,06,28,18:06:00
6047,06,28,18:13:00
6047,06,28,18:18:00
6047,06,28,18:30:00
6047,06,28,18:36:00
6047,06,28,18:42:00
6047,06,28,18:54:00
6047,06,28,19:06:00
6047,06,28,19:18:00
6047,06,28,19:30:00
6047,06,28,19:42:00
6047,06,28,19:53:00
6047,06,28,20:05:00
6047,06,28,20:12:00
6047,06,28,20:20:00
6047,06,28,20:27:00
6047,06,28,20:40:00
6047,06,28,21:00:00
6047,06,28,21:20:00
6047,06,28,21:40:00
6047,06,28,22:00:00
6047,06,28,22:20:00
6047,06,28,22:41:00
6047,06,28,23:03:00
6047,06,28,23:22:00
6047,06,28,23:45:00
6047,06,28,24:05:00
6047,06,35,04:40:00
6047,06,35,05:00:00
6047,06,76,04:52:00
6047,06,76,05:12:00
6047,06,76,05:32:00
6047,06,76,05:52:00
6047,06,76,06:12:00
6047,06,76,06:25:00
6047,06,76,06:37:00
6047,06,76,06:50:00
6047,06,76,07:02:00
6047,06,76,07:13:00
6047,06,76,07:21:00
6047,06,76,07:29:00
6047,06,76,07:37:00
6047,06,76,07:45:00
6047,06,76,07:53:00
6047,06,76,08:01:00
6047,06,76,08:09:00
6047,06,76,08:17:00
6047,06,76,08:25:00
6047,06,76,08:33:00
6047,06,76,08:41:00
6047,06,76,08:49:00
6047,06,76,08:57:00
6047,06,76,09:02:00
6047,06,76,09:05:00
6047,06,76,09:16:00
6047,06,76,09:19:00
6047,06,76,09:26:00
6047,06,76,09:29:00
6047,06,76,09:38:00
6047,06,76,09:50:00
6047,06,76,10:02:00
6047,06,76,10:14:00
6047,06,76,10:26:00
6047,06,76,10:38:00
6047,06,76,10:50:00
6047,06,76,11:02:00
6047,06,76,11:14:00
6047,06,76,11:26:00
6047,06,76,11:38:00
6047,06,76,11:50:00
6047,06,76,12:02:00
6047,06,76,12:14:00
6047,06,76,12:26:00
6047,06,76,12:38:00
6047,06,76,12:50:00
6047,06,76,13:02:00
6047,06,76,13:14:00
6047,06,76,13:26:00
6047,06,76,13:38:00
6047,06,76,13:50:00
6047,06,76,14:02:00
6047,06,76,14:14:00
6047,06,76,14:26:00
6047,06,76,14:38:00
6047,06,76,14:49:00
6047,06,76,14:57:00
6047,06,76,15:05:00
6047,06,76,15:13:00
6047,06,76,15:21:00
6047,06,76,15:29:00
6047,06,76,15:37:00
6047,06,76,15:45:00
6047,06,76,15:53:00
6047,06,76,16:01:00
6047,06,76,16:09:00
6047,06,76,16:17:00
6047,06,76,16:25:00
6047,06,76,16:33:00
6047,06,76,16:41:00
6047,06,76,16:49:00
6047,06,76,16:57:00
6047,06,76,17:05:00
6047,06,76,17:13:00
6047,06,76,17:21:00
6047,06,76,17:29:00
6047,06,76,17:37:00
6047,06,76,17:45:00
6047,06,76,17:53:00
6047,06,76,18:01:00
6047,06,76,18:09:00
6047,06,76,18:14:00
6047,06,76,18:17:00
6047,06,76,18:26:00
6047,06,76,18:37:00
6047,06,76,18:40:00
6047,06,76,18:43:00
6047,06,76,18:50:00
6047,06,76,19:02:00
6047,06,76,19:14:00
6047,06,76,19:26:00
6047,06,76,19:38:00
6047,06,76,19:50:00
6047,06,76,20:02:00
6047,06,76,20:14:00
6047,06,76,20:18:00
6047,06,76,20:32:00
6047,06,76,20:36:00
6047,06,76,20:48:00
6047,06,76,20:52:00
6047,06,76,21:12:00
6047,06,76,21:18:00
6047,06,76,21:32:00
6047,06,76,21:52:00
6047,06,76,22:12:00
6047,06,76,22:32:00
6047,06,76,22:44:00
6047,06,76,22:52:00
6047,06,76,23:12:00
6047,06,76,23:32:00
6047,06,76,23:52:00
6047,06,76,24:12:00
6047,03,122,04:44:00
6047,03,122,05:14:00
6047,03,122,05:37:00
6047,03,122,05:53:00
6047,03,122,06:03:00
6047,03,122,06:13:00
6047,03,122,06:24:00
6047,03,122,06:35:00
6047,03,122,06:45:00
6047,03,122,06:55:00
6047,03,122,07:05:00
6047,03,122,07:17:00
6047,03,122,07:27:00
6047,03,122,07:38:00
6047,03,122,07:48:00
6047,03,122,07:59:00
6047,03,122,08:09:00
6047,03,122,08:19:00
6047,03,122,08:29:00
6047,03,122,08:39:00
6047,03,122,08:49:00
6047,03,122,08:59:00
6047,03,122,09:07:00
6047,03,122,09:17:00
6047,03,122,09:32:00
6047,03,122,09:47:00
6047,03,122,10:02:00
6047,03,122,10:17:00
6047,03,122,10:32:00
6047,03,122,10:47:00
6047,03,122,11:02:00
6047,03,122,11:17:00
6047,03,122,11:32:00
6047,03,122,11:47:00
6047,03,122,12:02:00
6047,03,122,12:17:00
6047,03,122,12:32:00
6047,03,122,12:47:00
6047,03,122,13:02:00
6047,03,122,13:17:00
6047,03,122,13:32:00
6047,03,122,13:47:00
6047,03,122,14:02:00
6047,03,122,14:18:00
6047,03,122,14:33:00
6047,03,122,14:46:00
6047,03,122,14:56:00
6047,03,122,15:06:00
6047,03,122,15:16:00
6047,03,122,15:27:00
6047,03,122,15:37:00
6047,03,122,15:47:00
6047,03,122,15:57:00
6047,03,122,16:07:00
6047,03,122,16:17:00
6047,03,122,16:28:00
6047,03,122,16:38:00
6047,03,122,16:48:00
6047,03,122,16:58:00
6047,03,122,17:08:00
6047,03,122,17:18:00
6047,03,122,17:28:00
6047,03,122,17:38:00
6047,03,122,17:48:00
6047,03,122,17:58:00
6047,03,122,18:08:00
6047,03,122,18:18:00
6047,03,122,18:28:00
6047,03,122,18:38:00
6047,03,122,18:48:00
6047,03,122,18:58:00
6047,03,122,19:07:00
6047,03,122,19:19:00
6047,03,122,19:32:00
6047,03,122,19:47:00
6047,03,122,20:02:00
6047,03,122,20:17:00
6047,03,122,20:32:00
6047,03,122,20:47:00
6047,03,122,21:02:00
6047,03,122,21:16:00
6047,03,122,21:30:00
6047,03,122,21:45:00
6047,03,122,22:00:00
6047,03,122,22:14:00
6047,03,122,22:29:00
6047,03,122,22:44:00
6047,03,122,23:14:00
6047,03,180,04:45:00
6047,03,180,05:15:00
6047,03,180,05:30:00
6047,03,180,05:43:00
6047,03,180,05:56:00
6047,03,180,06:08:00
6047,03,180,06:20:00
6047,03,180,06:32:00
6047,03,180,06:44:00
6047,03,180,06:54:00
6047,03,180,07:03:00
6047,03,180,07:13:00
6047,03,180,07:22:00
6047,03,180,07:32:00
6047,03,180,07:42:00
6047,03,180,07:53:00
6047,03,180,08:04:00
6047,03,180,08:16:00
6047,03,180,08:28:00
6047,03,180,08:40:00
6047,03,180,08:54:00
6047,03,180,09:07:00
6047,03,180,09:19:00
6047,03,180,09:31:00
6047,03,180,09:43:00
6047,03,180,09:55:00
6047,03,180,10:07:00
6047,03,180,10:19:00
6047,03,180,10:31:00
6047,03,180,10:43:00
6047,03,180,10:55:00
6047,03,180,11:07:00
6047,03,180,11:19:00
6047,03,180,11:31:00
6047,03,180,11:43:00
6047,03,180,11:55:00
6047,03,180,12:07:00
6047,03,180,12:19:00
6047,03,180,12:31:00
6047,03,180,12:43:00
6047,03,180,12:55:00
6047,03,180,13:07:00
6047,03,180,13:19:00
6047,03,180,13:31:00
6047,03,180,13:43:00
6047,03,180,13:53:00
6047,03,180,14:03:00
6047,03,180,14:13:00
6047,03,180,14:23:00
6047,03,180,14:33:00
6047,03,180,14:43:00
6047,03,180,14:53:00
6047,03,180,15:03:00
6047,03,180,15:13:00
6047,03,180,15:23:00
6047,03,180,15:33:00
6047,03,180,15:43:00
6047,03,180,15:53:00
6047,03,180,16:03:00
6047,03,180,16:13:00
6047,03,180,16:23:00
6047,03,180,16:33:00
6047,03,180,16:43:00
6047,03,180,16:55:00
6047,03,180,17:07:00
6047,03,180,17:19:00
6047,03,180,17:31:00
6047,03,180,17:43:00
6047,03,180,17:55:00
6047,03,180,18:07:00
6047,03,180,18:18:00
6047,03,180,18:30:00
6047,03,180,18:44:00
6047,03,180,18:58:00
6047,03,180,19:13:00
6047,03,180,19:28:00
6047,03,180,19:43:00
6047,03,180,19:59:00
6047,03,180,20:14:00
6047,03,180,20:29:00
6047,03,180,20:44:00
6047,03,180,20:59:00
6047,03,180,21:14:00
6047,03,180,21:29:00
6047,03,180,21:45:00
6047,03,180,22:00:00
6047,03,180,22:15:00
6047,03,180,22:45:00
6047,04,114,05:00:00
6047,04,114,05:24:00
6047,04,114,05:44:00
6047,04,114,05:59:00
6047,04,114,06:15:00
6047,04,114,06:31:00
6047,04,114,06:46:00
6047,04,114,07:00:00
6047,04,114,07:12:00
6047,04,114,07:24:00
6047,04,114,07:36:00
6047,04,114,07:49:00
6047,04,114,08:01:00
6047,04,114,08:13:00
6047,04,114,08:25:00
6047,04,114,08:37:00
6047,04,114,08:49:00
6047,04,114,09:02:00
6047,04,114,09:16:00
6047,04,114,09:28:00
6047,04,114,09:43:00
6047,04,114,09:58:00
6047,04,114,10:13:00
6047,04,114,10:28:00
6047,04,114,10:43:00
6047,04,114,10:58:00
6047,04,114,11:13:00
6047,04,114,11:28:00
6047,04,114,11:43:00
6047,04,114,11:58:00
6047,04,114,12:13:00
6047,04,114,12:28:00
6047,04,114,12:43:00
6047,04,114,12:58:00
6047,04,114,13:13:00
6047,04,114,13:28:00
6047,04,114,13:43:00
6047,04,114,13:58:00
6047,04,114,14:13:00
6047,04,114,14:28:00
6047,04,114,14:43:00
6047,04,114,14:56:00
6047,04,114,15:08:00
6047,04,114,15:20:00
6047,04,114,15:32:00
6047,04,114,15:44:00
6047,04,114,15:56:00
6047,04,114,16:08:00
6047,04,114,16:20:00
6047,04,114,16:32:00
6047,04,114,16:44:00
6047,04,114,16:56:00
6047,04,114,17:08:00
6047,04,114,17:20:00
6047,04,114,17:32:00
6047,04,114,17:44:00
6047,04,114,17:56:00
6047,04,114,18:08:00
6047,04,114,18:20:00
6047,04,114,18:32:00
6047,04,114,18:44:00
6047,04,114,18:59:00
6047,04,114,19:14:00
6047,04,114,19:29:00
6047,04,114,19:44:00
6047,04,114,19:59:00
6047,04,114,20:14:00
6047,04,114,20:29:00
6047,04,114,20:44:00
6047,04,114,20:59:00
6047,04,114,21:13:00
6047,04,114,21:27:00
6047,04,114,21:41:00
6047,04,114,22:00:00
6047,04,114,22:20:00
6047,04,114,22:40:00
6047,04,114,23:00:00
6047,04,114,23:30:00
6047,04,171,06:38:00
6047,04,171,07:09:00
6047,04,171,07:41:00
6047,04,171,08:13:00
6047,04,171,08:45:00
6047,04,171,09:08:00
6047,04,171,09:36:00
6047,04,171,10:06:00
6047,04,171,10:36:00
6047,04,171,11:06:00
6047,04,171,11:36:00
6047,04,171,12:06:00
6047,04,171,12:36:00
6047,04,171,13:06:00
6047,04,171,13:36:00
6047,04,171,14:06:00
6047,04,171,14:37:00
6047,04,171,15:04:00
6047,04,171,15:34:00
6047,04,171,16:08:00
6047,04,171,16:38:00
6047,04,171,17:08:00
6047,04,171,17:38:00
6047,04,171,18:08:00
6047,04,171,18:38:00
6047,04,171,19:07:00
6047,04,171,19:37:00
6047,04,171,20:05:00
6047,04,171,20:35:00
6047,04,171,21:04:00
6047,04,171,21:38:00
6047,04,171,22:08:00
6047,04,171,22:37:00
6047,04,180,05:26:00
6047,04,180,05:56:00
6047,04,180,06:17:00
6047,04,180,06:34:00
6047,04,180,06:50:00
6047,04,180,07:06:00
6047,04,180,07:21:00
6047,04,180,07:37:00
6047,04,180,07:49:00
6047,04,180,08:00:00
6047,04,180,08:12:00
6047,04,180,08:23:00
6047,04,180,08:35:00
6047,04,180,08:45:00
6047,04,180,08:55:00
6047,04,180,09:05:00
6047,04,180,09:14:00
6047,04,180,09:24:00
6047,04,180,09:34:00
6047,04,180,09:47:00
6047,04,180,09:59:00
6047,04,180,10:11:00
6047,04,180,10:23:00
6047,04,180,10:35:00
6047,04,180,10:47:00
6047,04,180,10:59:00
6047,04,180,11:11:00
6047,04,180,11:23:00
6047,04,180,11:35:00
6047,04,180,11:47:00
6047,04,180,11:59:00
6047,04,180,12:11:00
6047,04,180,12:23:00
6047,04,180,12:35:00
6047,04,180,12:47:00
6047,04,180,12:59:00
6047,04,180,13:11:00
6047,04,180,13:23:00
6047,04,180,13:35:00
6047,04,180,13:47:00
6047,04,180,13:59:00
6047,04,180,14:11:00
6047,04,180,14:23:00
6047,04,180,14:35:00
6047,04,180,14:47:00
6047,04,180,14:58:00
6047,04,180,15:09:00
6047,04,180,15:21:00
6047,04,180,15:31:00
6047,04,180,15:40:00
6047,04,180,15:50:00
6047,04,180,16:00:00
6047,04,180,16:11:00
6047,04,180,16:21:00
6047,04,180,16:31:00
6047,04,180,16:41:00
6047,04,180,16:51:00
6047,04,180,17:01:00
6047,04,180,17:11:00
6047,04,180,17:23:00
6047,04,180,17:35:00
6047,04,180,17:47:00
6047,04,180,17:59:00
6047,04,180,18:11:00
6047,04,180,18:23:00
6047,04,180,18:35:00
6047,04,180,18:47:00
6047,04,180,18:59:00
6047,04,180,19:09:00
6047,04,180,19:19:00
6047,04,180,19:33:00
6047,04,180,19:46:00
6047,04,180,20:01:00
6047,04,180,20:15:00
6047,04,180,20:30:00
6047,04,180,20:45:00
6047,04,180,21:00:00
6047,04,180,21:14:00
6047,04,180,21:28:00
6047,04,180,21:43:00
6047,04,180,21:58:00
6047,04,180,22:12:00
6047,04,180,22:26:00
6047,04,180,22:41:00
6047,04,180,22:56:00
6047,04,180,23:11:00
6047,04,180,23:26:00
6047,04,180,23:56:00
6047,04,N02,23:56:00
6047,04,N02,24:27:00
6047,04,N02,24:56:00
6047,04,N02,25:27:00
6047,04,N02,25:56:00
6047,04,N02,26:22:00
6047,04,N02,26:52:00
6047,04,N02,27:22:00
6047,04,N02,27:56:00
6047,04,N02,28:27:00
6047,04,N02,28:53:00
6047,05,23,04:46:00
6047,05,24,04:39:00
6047,05,24,04:58:00
6047,05,24,06:28:00
6047,05,24,07:00:00
6047,05,24,07:24:00
6047,05,24,14:36:00
6047,05,28,04:20:00
6047,05,28,04:40:00
6047,05,28,05:00:00
6047,05,28,05:18:00
6047,05,28,05:38:00
6047,05,28,05:58:00
6047,05,28,06:10:00
6047,05,28,06:18:00
6047,05,28,06:24:00
6047,05,28,06:31:00
6047,05,28,06:38:00
6047,05,28,06:51:00
6047,05,28,06:56:00
6047,05,28,07:03:00
6047,05,28,07:13:00
6047,05,28,07:21:00
6047,05,28,07:29:00
6047,05,28,07:37:00
6047,05,28,07:45:00
6047,05,28,07:53:00
6047,05,28,08:01:00
6047,05,28,08:09:00
6047,05,28,08:17:00
6047,05,28,08:25:00
6047,05,28,08:33:00
6047,05,28,08:41:00
6047,05,28,08:49:00
6047,05,28,08:57:00
6047,05,28,09:04:00
6047,05,28,09:14:00
6047,05,28,09:26:00
6047,05,28,09:38:00
6047,05,28,09:50:00
6047,05,28,10:02:00
6047,05,28,10:14:00
6047,05,28,10:26:00
6047,05,28,10:38:00
6047,05,28,10:50:00
6047,05,28,11:02:00
6047,05,28,11:14:00
6047,05,28,11:26:00
6047,05,28,11:38:00
6047,05,28,11:50:00
6047,05,28,12:02:00
6047,05,28,12:14:00
6047,05,28,12:26:00
6047,05,28,12:38:00
6047,05,28,12:50:00
6047,05,28,13:02:00
6047,05,28,13:14:00
6047,05,28,13:26:00
6047,05,28,13:38:00
6047,05,28,13:50:00
6047,05,28,14:03:00
6047,05,28,14:15:00
6047,05,28,14:27:00
6047,05,28,14:39:00
6047,05,28,14:51:00
6047,05,28,15:03:00
6047,05,28,15:13:00
6047,05,28,15:21:00
6047,05,28,15:29:00
6047,05,28,15:37:00
6047,05,28,15:45:00
6047,05,28,15:53:00
6047,05,28,16:01:00
6047,05,28,16:09:00
6047,05,28,16:17:00
6047,05,28,16:25:00
6047,05,28,16:33:00
6047,05,28,16:41:00
6047,05,28,16:49:00
6047,05,28,16:57:00
6047,05,28,17:05:00
6047,05,28,17:13:00
6047,05,28,17:21:00
6047,05,28,17:29:00
6047,05,28,17:37:00
6047,05,28,17:45:00
6047,05,28,17:53:00
6047,05,28,18:01:00
6047,05,28,18:08:00
6047,05,28,18:16:00
6047,05,28,18:26:00
6047,05,28,18:38:00
6047,05,28,18:50:00
6047,05,28,19:02:00
6047,05,28,19:14:00
6047,05,28,19:26:00
6047,05,28,19:38:00
6047,05,28,19:50:00
6047,05,28,20:02:00
6047,05,28,20:13:00
6047,05,28,20:25:00
6047,05,28,20:38:00
6047,05,28,20:58:00
6047,05,28,21:18:00
6047,05,28,21:38:00
6047,05,28,21:58:00
6047,05,28,22:18:00
6047,05,28,22:38:00
6047,05,28,22:58:00
6047,05,28,23:20:00
6047,05,28,23:40:00
6047,05,76,04:01:00
6047,05,76,04:21:00
6047,05,76,04:29:00
6047,05,76,04:49:00
6047,05,76,05:01:00
6047,05,76,05:09:00
6047,05,76,05:21:00
6047,05,76,05:29:00
6047,05,76,05:37:00
6047,05,76,05:49:00
6047,05,76,05:55:00
6047,05,76,06:05:00
6047,05,76,06:17:00
6047,05,76,06:29:00
6047,05,76,06:38:00
6047,05,76,06:41:00
6047,05,76,06:50:00
6047,05,76,06:53:00
6047,05,76,07:01:00
6047,05,76,07:06:00
6047,05,76,07:09:00
6047,05,76,07:17:00
6047,05,76,07:25:00
6047,05,76,07:33:00
6047,05,76,07:41:00
6047,05,76,07:49:00
6047,05,76,07:57:00
6047,05,76,08:05:00
6047,05,76,08:13:00
6047,05,76,08:21:00
6047,05,76,08:29:00
6047,05,76,08:37:00
6047,05,76,08:45:00
6047,05,76,08:53:00
6047,05,76,09:05:00
6047,05,76,09:17:00
6047,05,76,09:29:00
